date,stock_ticker,stock_price,stock_price_log
2023-01-02,STK001,130.21525696223418,4.869188903878856
2023-01-02,STK002,143.73284741052294,4.967956350196401
2023-01-02,STK003,10.829021233558729,2.3822296814494477
2023-01-02,STK004,41.72108686196776,3.7310066811347506
2023-01-02,STK005,145.47874962052057,4.98003002522703
2023-01-02,STK006,136.61322857985922,4.917153784174474
2023-01-02,STK007,193.54902597444868,5.265530844587583
2023-01-02,STK008,154.59718014764877,5.040822896321057
2023-01-02,STK009,190.64681446895423,5.250422577372761
2023-01-02,STK010,143.4826952916133,4.966214437625735
2023-01-02,STK011,66.6299196414942,4.199153720532809
2023-01-02,STK012,30.01933522766273,3.4018416816450947
2023-01-02,STK013,158.54653403553775,5.066048140357762
2023-01-02,STK014,132.38835208042403,4.885739664409478
2023-01-02,STK015,19.155342354726283,2.952581650857749
2023-01-02,STK016,78.40958852118588,4.36194622244416
2023-01-02,STK017,191.7919649420144,5.256411268673028
2023-01-02,STK018,105.07621768493824,4.654685969545785
2023-01-02,STK019,92.21853584374388,4.524161149876811
2023-01-02,STK020,96.96292498026584,4.574328688741672
2023-01-03,STK001,127.9319817488287,4.851498730093263
2023-01-03,STK002,141.81110286869625,4.954495910529934
2023-01-03,STK003,10.840378229891192,2.3832778874591694
2023-01-03,STK004,42.37220490795065,3.7464926026507794
2023-01-03,STK005,150.4511710082361,5.0136385864172235
2023-01-03,STK006,131.08143877163977,4.875818800056916
2023-01-03,STK007,189.43349806174072,5.2440380292197055
2023-01-03,STK008,156.24587012268233,5.051430857052367
2023-01-03,STK009,188.6422598715461,5.239852416528298
2023-01-03,STK010,145.60217400536496,4.980878067006643
2023-01-03,STK011,67.4039672755468,4.210703877840979
2023-01-03,STK012,30.01933522766273,3.4018416816450947
2023-01-03,STK013,157.96263594264707,5.062358523685186
2023-01-03,STK014,132.31677688165132,4.8851988724663995
2023-01-03,STK015,19.495879102006256,2.970203115134528
2023-01-03,STK016,81.27870643689258,4.3978840688030925
2023-01-03,STK017,196.5193482257876,5.280760890715402
2023-01-03,STK018,105.14362866951058,4.655327307536008
2023-01-03,STK019,93.32452307993567,4.5360829144734796
2023-01-03,STK020,96.96292498026584,4.574328688741672
2023-01-04,STK001,126.53133759945932,4.840490005547013
2023-01-04,STK002,139.81479593177795,4.940318660621305
2023-01-04,STK003,10.824561333070738,2.3818177495635964
2023-01-04,STK004,43.27395635593913,3.767550984213154
2023-01-04,STK005,150.12185484905382,5.011447329966226
2023-01-04,STK006,132.287592694745,4.884978285126354
2023-01-04,STK007,185.1925709726169,5.2213962078687235
2023-01-04,STK008,153.5687720563006,5.034148493118791
2023-01-04,STK009,199.05491264864767,5.293580729617266
2023-01-04,STK010,144.473237172213,4.97309428051814
2023-01-04,STK011,65.54159966888932,4.182685050493245
2023-01-04,STK012,28.336210512820003,3.3441405101779016
2023-01-04,STK013,157.0222345438498,5.056387416619365
2023-01-04,STK014,128.55468606011004,4.8563543862572205
2023-01-04,STK015,19.489534407997315,2.9698776244705223
2023-01-04,STK016,79.56589945219858,4.3765856022196115
2023-01-04,STK017,195.19208860211785,5.273984143455376
2023-01-04,STK018,106.0842486565153,4.6642335770732535
2023-01-04,STK019,93.99618400690856,4.543254185774792
2023-01-04,STK020,96.03492070377034,4.564711882655119
2023-01-05,STK001,127.83768705403634,4.850761389348319
2023-01-05,STK002,140.88531109636213,4.947946162912056
2023-01-05,STK003,10.874388402093755,2.3864103365053517
2023-01-05,STK004,43.30733100228811,3.768321927889792
2023-01-05,STK005,154.26400045739072,5.038665423382291
2023-01-05,STK006,127.53432227053275,4.84838552265089
2023-01-05,STK007,189.0233412726004,5.2418705062311215
2023-01-05,STK008,155.64289083995064,5.047564221832004
2023-01-05,STK009,199.05491264864767,5.293580729617266
2023-01-05,STK010,148.68251840142676,5.00181328368637
2023-01-05,STK011,66.55860307692497,4.198082808866707
2023-01-05,STK012,27.706729626787496,3.321675330501927
2023-01-05,STK013,154.66045973053974,5.041232131700329
2023-01-05,STK014,120.78827161161728,4.794039191479438
2023-01-05,STK015,18.98902434701948,2.9438611463068414
2023-01-05,STK016,83.37529678465386,4.42335206386548
2023-01-05,STK017,193.49771082279577,5.265265682026708
2023-01-05,STK018,104.3115904006844,4.6473824814385285
2023-01-05,STK019,92.68702380094106,4.529228482201242
2023-01-05,STK020,96.28180973750663,4.567279409347135
2023-01-06,STK001,127.14084247759364,4.8452954678634805
2023-01-06,STK002,143.10399325162652,4.963571591495397
2023-01-06,STK003,11.212465920917827,2.41702618799727
2023-01-06,STK004,46.389494000786335,3.8370730111979423
2023-01-06,STK005,151.4344686654147,5.020152981309391
2023-01-06,STK006,125.3567361879294,4.8311635621945515
2023-01-06,STK007,185.2906554485485,5.221925702708049
2023-01-06,STK008,155.9429390870041,5.049490165254207
2023-01-06,STK009,203.06815451428216,5.3135416592184495
2023-01-06,STK010,152.41768370661663,5.026624671341346
2023-01-06,STK011,67.33973175885812,4.209750430340055
2023-01-06,STK012,27.283299029964628,3.3062747578470084
2023-01-06,STK013,159.6197714568813,5.072794558651832
2023-01-06,STK014,112.1317958369126,4.719674928013073
2023-01-06,STK015,18.700642854081043,2.9285579004932427
2023-01-06,STK016,80.44342440034522,4.387554134862898
2023-01-06,STK017,189.78715539435424,5.245903209461965
2023-01-06,STK018,109.664183516836,4.697422819137289
2023-01-06,STK019,88.46344792890808,4.482589448946109
2023-01-06,STK020,97.10375741098042,4.5757800708511756
2023-01-09,STK001,123.36773027805906,4.8151695722328425
2023-01-09,STK002,140.31932510473342,4.9439207189254
2023-01-09,STK003,11.316832167907863,2.4262911897870536
2023-01-09,STK004,41.09450554053896,3.715874427420496
2023-01-09,STK005,150.96186667615893,5.017027266353207
2023-01-09,STK006,130.11487969859573,4.868417750220656
2023-01-09,STK007,184.9687529709984,5.220186907953162
2023-01-09,STK008,154.96590461180088,5.043205122475798
2023-01-09,STK009,205.01424716573064,5.323079475092926
2023-01-09,STK010,157.72224745480213,5.060835558557927
2023-01-09,STK011,67.49670823305073,4.212078829771572
2023-01-09,STK012,27.283299029964628,3.3062747578470084
2023-01-09,STK013,157.1485046595915,5.057191247828222
2023-01-09,STK014,110.66089912700114,4.706470562567997
2023-01-09,STK015,18.928105046905504,2.9406478570360104
2023-01-09,STK016,85.91852991339351,4.453399520667641
2023-01-09,STK017,190.52674251944427,5.249792565393808
2023-01-09,STK018,106.83663334478032,4.671300876558266
2023-01-09,STK019,88.0300313663659,4.4776780217872565
2023-01-09,STK020,96.61374041742008,4.570720971449237
2023-01-10,STK001,126.7374442743415,4.842117578585073
2023-01-10,STK002,139.51523177378016,4.938173783643317
2023-01-10,STK003,11.25341586631555,2.420671715124774
2023-01-10,STK004,43.56686279304298,3.7742968337050242
2023-01-10,STK005,144.74203631907284,4.974953098145655
2023-01-10,STK006,139.25019189397148,4.936272256860099
2023-01-10,STK007,182.5113264302996,5.206812233728519
2023-01-10,STK008,157.69878333870227,5.060686778902467
2023-01-10,STK009,213.95130546605893,5.365748444578536
2023-01-10,STK010,156.29882551725413,5.051769723114196
2023-01-10,STK011,67.08875220457747,4.206016402573061
2023-01-10,STK012,26.319029939352017,3.2702922493703044
2023-01-10,STK013,157.3095999446524,5.058215837729358
2023-01-10,STK014,107.4695079917364,4.677207160743917
2023-01-10,STK015,19.3951706351492,2.965024098746975
2023-01-10,STK016,80.79837738007575,4.3919568833956495
2023-01-10,STK017,188.4628799464508,5.238901064135111
2023-01-10,STK018,105.76163102127616,4.661187797895165
2023-01-10,STK019,87.87747151381357,4.475943475070324
2023-01-10,STK020,98.42838759401576,4.589329254261551
2023-01-11,STK001,131.82054088697305,4.881441458840045
2023-01-11,STK002,138.93248099280862,4.933988066863615
2023-01-11,STK003,11.287117349854295,2.42366201782334
2023-01-11,STK004,43.90752078515855,3.7820856216987933
