date,STK001,STK002,STK003,STK004,STK005,STK006,STK007,STK008,STK009,STK010,STK011,STK012,STK013,STK014,STK015,STK016,STK017,STK018,STK019,STK020
2023-01-02,130.21525696223418,143.73284741052294,10.829021233558729,41.72108686196776,145.47874962052057,136.61322857985922,193.54902597444868,154.59718014764877,190.64681446895423,143.4826952916133,66.6299196414942,30.01933522766273,158.54653403553775,132.38835208042403,19.155342354726283,78.40958852118588,191.7919649420144,105.07621768493824,92.21853584374388,96.96292498026584
2023-01-03,127.9319817488287,141.81110286869625,10.840378229891192,42.37220490795065,150.4511710082361,131.08143877163977,189.43349806174072,156.24587012268233,188.6422598715461,145.60217400536496,67.4039672755468,,157.96263594264707,132.31677688165132,19.495879102006256,81.27870643689258,196.5193482257876,105.14362866951058,93.32452307993567,
2023-01-04,126.53133759945932,139.81479593177795,10.824561333070738,43.27395635593913,150.12185484905382,132.287592694745,185.19257097261695,153.5687720563006,199.05491264864767,144.473237172213,65.54159966888932,28.336210512820003,157.0222345438498,128.55468606011004,19.489534407997315,79.56589945219858,195.19208860211785,106.0842486565153,93.99618400690856,96.03492070377034
2023-01-05,127.83768705403634,140.88531109636213,10.874388402093755,43.30733100228811,154.26400045739072,127.53432227053275,189.0233412726004,155.64289083995064,,148.68251840142676,66.55860307692497,27.706729626787496,154.66045973053974,120.78827161161728,18.98902434701948,83.37529678465386,193.49771082279577,104.3115904006844,92.68702380094106,96.28180973750663
2023-01-06,127.14084247759364,143.10399325162652,11.212465920917827,46.389494000786335,151.4344686654147,125.3567361879294,185.2906554485485,155.9429390870041,203.06815451428216,152.41768370661663,67.33973175885812,27.283299029964628,159.6197714568813,112.1317958369126,18.700642854081043,80.44342440034522,189.78715539435424,109.664183516836,88.46344792890808,97.10375741098042
2023-01-09,123.36773027805906,140.31932510473342,11.316832167907863,41.09450554053896,150.96186667615893,130.11487969859573,184.96875297099837,154.96590461180088,205.01424716573064,157.72224745480213,67.49670823305073,,157.1485046595915,110.66089912700114,18.928105046905504,85.91852991339351,190.52674251944427,106.83663334478032,88.0300313663659,96.61374041742008
2023-01-10,126.7374442743415,139.51523177378016,11.25341586631555,43.56686279304298,144.74203631907284,139.25019189397148,182.51132643029956,157.69878333870227,213.95130546605893,156.29882551725413,67.08875220457747,26.319029939352017,157.3095999446524,107.4695079917364,19.3951706351492,80.79837738007575,188.46287994645076,105.76163102127616,87.87747151381357,98.42838759401576
2023-01-11,131.82054088697305,138.93248099280862,11.287117349854295,43.90752078515855,143.763443814039,136.69626727093512,181.55383593554055,157.36399186706305,227.6605453106588,159.89398130324346,66.66332282170325,,156.9350199495176,116.48660878477862,19.72695285416587,76.83960298510507,188.84917145900096,104.9955738233964,86.06941844426726,100.23311554858704
2023-01-12,131.03999374657985,141.0400852813932,11.138508628632827,43.06046617595592,132.34906277189916,141.46921865197703,180.89595782513663,155.58773547424082,224.43960401976557,160.13590493701125,67.08647160155029,26.09954751880537,155.04944150007293,113.36789330802712,20.135712872663337,78.62197579457164,189.0882261771493,100.86255093492294,86.26114451652649,99.93354007425796
2023-01-13,138.19284116827984,139.5386029136816,12.12459213489986,45.00289477510622,130.57047236030374,144.5340813187369,175.26040294694255,156.44350322205602,225.49710529166907,162.35536481525227,68.11009904165523,26.90588317602436,155.90424431990832,125.66179416478025,20.384400304482845,76.2843191780032,179.3287146659435,102.0747437472951,92.25258027009468,103.74516077454707
2023-01-16,146.27116701001734,134.55969058203087,12.077213152244523,44.72925837351095,136.97028710567375,141.99970167136874,178.2118365182677,155.69268123993598,219.76264058290644,157.56721948044148,67.42518180004619,28.251872498325163,163.5387384502081,124.89049783779272,20.527132329284125,80.03843020881273,179.8047552145118,104.8190463578574,96.19679713658292,104.11173300820532
2023-01-17,147.26391351376026,138.4468995910762,12.24741989648391,43.39169385752483,130.39444737472738,133.89312833496604,178.52891793911775,158.03657145605595,224.6784999022747,151.8900267481811,68.4459885539136,27.028407071883752,164.48701236732416,119.54130358721326,21.075300989966383,79.24843393732905,181.46452378459887,106.87282700632382,95.28526325936905,102.90631897329736
2023-01-18,147.5982943001914,138.9358498804013,12.230595303122062,45.91589286151382,126.45729034056878,141.11366936868956,179.85152075438327,159.04855072238573,227.1525160933904,158.8955053720495,67.94616777714735,26.822002401239,165.12123830924537,125.71453353298853,21.23134244615341,82.29867229113326,185.36217158716104,110.16393911267272,98.2483502341152,100.77804772925948
2023-01-19,150.50472545460872,140.30061838582844,12.409681905458966,44.13396352557033,147.79914456999313,142.07195574117517,182.6089730784019,157.45459906963129,,160.958139097077,68.18908937748456,27.24120889765287,166.47693920126088,128.6975000233168,21.374910233616365,80.39020016548925,182.7103896831604,104.8147638325922,96.96339102671828,100.88029362969066
2023-01-20,146.39549686730012,139.64097171218927,12.478028088992222,39.9468399920063,145.56429490299325,135.24050002959046,182.85620870891896,154.1135914422309,222.71764410264737,163.22378988163678,69.17586539811947,27.992893964351587,165.4054547011188,138.171972583856,21.3472378366942,79.75432200834382,186.75463011939115,105.6605451825697,93.30123558942498,96.80429558269238
2023-01-23,150.49518049327904,138.05466090362896,12.3967537739695,40.03652348689581,148.58951643495843,136.0285466968156,179.7056123305212,152.93560764889492,218.48744746336212,162.068549892027,69.5746676417712,27.21758737681472,164.22697337424242,134.2571657629701,21.563141591329785,78.34732685556872,192.4899322364215,106.26955941559034,87.49132500986558,93.55521669618156
